AA,AUA,America/Aruba
CA,YNL,America/Regina
CA,YNM,America/Toronto
CA,YNO,America/Winnipeg
CA,YNP,America/Goose_Bay
CA,YNS,America/Toronto
CA,YOA,America/Edmonton
CA,YOC,America/Vancouver
CA,YOD,America/Edmonton
CA,YOG,America/Toronto
CA,YOH,America/Winnipeg
CA,YOJ,America/Edmonton
CA,YOO,America/Toronto
CA,YOP,America/Edmonton
CA,YOW,America/Toronto
CA,YPA,America/Regina
CA,YPC,America/Edmonton
CA,YPD,America/Toronto
CA,YPE,America/Edmonton
CA,YPG,America/Winnipeg
CA,YPH,America/Toronto
CA,YPJ,America/Toronto
CA,YPL,America/Coral_Harbour
CA,YPM,America/Winnipeg
CA,YPN,America/Toronto
CA,YPO,America/Toronto
CA,YPQ,America/Toronto
CA,YPR,America/Vancouver
CA,YPW,America/Vancouver
CA,YPX,America/Toronto
CA,YPY,America/Edmonton
CA,YQA,America/Toronto
CA,YQB,America/Toronto
CA,YQC,America/Toronto
CA,YQD,America/Winnipeg
CA,YQF,America/Edmonton
CA,YQG,America/Toronto
CA,YQH,America/Vancouver
CA,YQI,America/Halifax
CA,YQK,America/Winnipeg
CA,YQL,America/Edmonton
CA,YQM,America/Halifax
CA,YQN,America/Toronto
CA,YQQ,America/Vancouver
CA,YQR,America/Regina
CA,YQT,America/Toronto
CA,YQU,America/Edmonton
CA,YQV,America/Regina
CA,YQW,America/Regina
CA,YQX,America/St_Johns
CA,YQY,America/Halifax
CA,YQZ,America/Vancouver
CA,YRA,America/Edmonton
CA,YRB,America/Winnipeg
CA,YRF,America/Halifax
CA,YRG,America/Halifax
CA,YRI,America/Toronto
CA,YRJ,America/Toronto
CA,YRL,America/Winnipeg
CA,YRM,America/Edmonton
CA,YRQ,America/Toronto
CA,YRS,America/Winnipeg
CA,YRT,America/Winnipeg
CA,YRV,America/Vancouver
CA,YSB,America/Toronto
CA,YSC,America/Toronto
CA,YSD,America/Edmonton
CA,YSF,America/Regina
CA,YSG,America/Toronto
CA,YSJ,America/Halifax
CA,YSM,America/Edmonton
CA,YSO,America/Halifax
CA,YSP,America/Toronto
CA,YSR,America/Toronto
CA,YST,America/Winnipeg
CA,YSU,America/Halifax
CA,YSY,America/Edmonton
CA,YTA,America/Toronto
CA,YTE,America/Toronto
CA,YTF,America/Toronto
CA,YTH,America/Winnipeg
CA,YTL,America/Winnipeg
CA,YTM,America/Toronto
CA,YTQ,America/Toronto
CA,YTR,America/Toronto
CA,YTS,America/Toronto
CA,YTZ,America/Toronto
CA,YUB,America/Edmonton
CA,YUD,America/Toronto
CA,YUL,America/Toronto
CA,YUT,America/Winnipeg
CA,YUX,America/Toronto
CA,YUY,America/Toronto
CA,YVB,America/Toronto
CA,YVC,America/Regina
CA,YVG,America/Edmonton
CA,YVM,America/Toronto
CA,YVO,America/Toronto
CA,YVP,America/Toronto
CA,YVQ,America/Edmonton
CA,YVR,America/Vancouver
CA,YVT,America/Regina
CA,YVV,America/Toronto
CA,YVZ,America/Winnipeg
CA,YWA,America/Toronto
CA,YWB,America/Toronto
CA,YWG,America/Winnipeg
CA,YWH,America/Vancouver
CA,YWJ,America/Edmonton
CA,YWK,America/Halifax
CA,YWL,America/Vancouver
CA,YWM,America/St_Johns
CA,YWP,America/Toronto
CA,YWS,America/Vancouver
CA,YWY,America/Edmonton
CA,YXC,America/Edmonton
CA,YXD,America/Edmonton
CA,YXE,America/Regina
CA,YXH,America/Edmonton
CA,YXJ,America/Dawson_Creek
CA,YXK,America/Toronto
CA,YXL,America/Winnipeg
CA,YXN,America/Winnipeg
CA,YXP,America/Toronto
CA,YXR,America/Toronto
CA,YXS,America/Vancouver
CA,YXT,America/Vancouver
CA,YXU,America/Toronto
CA,YXX,America/Vancouver
CA,YXY,America/Vancouver
CA,YXZ,America/Toronto
CA,YYB,America/Toronto
CA,YYC,America/Edmonton
CA,YYD,America/Vancouver
CA,YYE,America/Vancouver
CA,YYF,America/Vancouver
CA,YYG,America/Halifax
CA,YYH,America/Edmonton
CA,YYJ,America/Vancouver
CA,YYL,America/Winnipeg
CA,YYN,America/Regina
CA,YYQ,America/Winnipeg
CA,YYR,America/Halifax
CA,YYT,America/St_Johns
CA,YYU,America/Toronto
CA,YYW,America/Toronto
CA,YYY,America/Toronto
CA,YYZ,America/Toronto
CA,YZD,America/Toronto
CA,YZE,America/Toronto
CA,YZF,America/Edmonton
CA,YZG,America/Toronto
CA,YZH,America/Edmonton
CA,YZP,America/Vancouver
CA,YZR,America/Toronto
CA,YZS,America/Coral_Harbour
CA,YZT,America/Vancouver
CA,YZU,America/Edmonton
CA,YZV,America/Toronto
CA,YZW,America/Vancouver
CA,YZX,America/Halifax
CA,YZY,America/Vancouver
CA,YZZ,America/Vancouver
CA,ZAC,America/Winnipeg
CA,ZBF,America/Halifax
CA,ZBM,America/Toronto
CA,ZEL,America/Vancouver
CA,ZEM,America/Toronto
CA,ZFA,America/Vancouver
CA,ZFD,America/Regina
CA,ZFM,America/Edmonton
CA,ZFN,America/Edmonton
CA,ZGI,America/Winnipeg
CA,ZGR,America/Winnipeg
CA,ZGS,America/Goose_Bay
CA,ZJN,America/Winnipeg
CA,ZKE,America/Toronto
CA,ZKG,America/Blanc-Sablon
CA,ZLT,America/Blanc-Sablon
CA,ZML,America/Vancouver
CA,ZMT,America/Vancouver
CA,ZNA,America/Vancouver
CA,ZPB,America/Winnipeg
CA,ZRJ,America/Winnipeg
CA,ZSJ,America/Winnipeg
CA,ZSW,America/Vancouver
CA,ZTB,America/Blanc-Sablon
CA,ZTM,America/Winnipeg
CA,ZUM,America/Halifax
CA,ZWL,America/Regina
CB,BBM,Asia/Phnom_Penh
CB,KOS,Asia/Phnom_Penh
CB,KTI,Asia/Phnom_Penh
CB,PNH,Asia/Phnom_Penh
CB,RBE,Asia/Phnom_Penh
CB,REP,Asia/Phnom_Penh
CB,TNX,Asia/Phnom_Penh
CD,AEH,Africa/Ndjamena
CD,AMC,Africa/Ndjamena
CD,FYT,Africa/Ndjamena
CD,MQQ,Africa/Ndjamena
CD,NDJ,Africa/Ndjamena
CD,SRH,Africa/Ndjamena
CE,ACJ,Asia/Colombo
CE,CMB,Asia/Colombo
CE,GIU,Asia/Colombo
CE,GOY,Asia/Colombo
CE,HRI,Asia/Colombo
CE,JAF,Asia/Colombo
CE,KCT,Asia/Colombo
CE,RML,Asia/Colombo
CE,TRR,Asia/Colombo
CE,WRZ,Asia/Colombo
CF,BDT,Africa/Kinshasa
CF,BKY,Africa/Lubumbashi
CF,BOA,Africa/Kinshasa
CF,BSU,Africa/Kinshasa
CF,BUX,Africa/Lubumbashi
CF,FBM,Africa/Lubumbashi
CF,FDU,Africa/Kinshasa
CF,FIH,Africa/Kinshasa
CF,FKI,Africa/Lubumbashi
CF,FMI,Africa/Lubumbashi
CF,FTX,Africa/Brazzaville
CF,GMA,Africa/Kinshasa
CF,GOM,Africa/Kigali
CF,INO,Africa/Kinshasa
CF,IRP,Africa/Lubumbashi
CF,KGA,Africa/Lubumbashi
CF,KGN,Africa/Lubumbashi
CF,KKW,Africa/Kinshasa
CF,KMN,Africa/Lubumbashi
CF,KND,Africa/Lubumbashi
CF,KRZ,Africa/Kinshasa
CF,KWZ,Africa/Lubumbashi
CF,LIQ,Africa/Kinshasa
CF,LJA,Africa/Lubumbashi
CF,MAT,Africa/Kinshasa
CF,MDK,Africa/Kinshasa
CF,MJM,Africa/Lubumbashi
CF,MNB,Africa/Kinshasa
CF,NIO,Africa/Kinshasa
CF,NLO,Africa/Kinshasa
CF,OUE,Africa/Brazzaville
CF,PFR,Africa/Lubumbashi
CF,TSH,Africa/Lubumbashi
CG,BZV,Africa/Brazzaville
CG,DIS,Africa/Brazzaville
CG,PNR,Africa/Brazzaville
CH,ACX,Asia/Shanghai
CH,AKA,Asia/Shanghai
CH,AKU,Asia/Shanghai
CH,AOG,Asia/Shanghai
CH,AQG,Asia/Shanghai
CH,AVA,Asia/Shanghai
CH,BAV,Asia/Shanghai
CH,BFJ,Asia/Shanghai
CH,BHY,Asia/Shanghai
CH,BPX,Asia/Shanghai
CH,CAN,Asia/Shanghai
CH,CGD,Asia/Shanghai
CH,CGO,Asia/Shanghai
CH,CGQ,Asia/Shanghai
CH,CHG,Asia/Shanghai
CH,CIF,Asia/Shanghai
CH,CIH,Asia/Shanghai
CH,CKG,Asia/Shanghai
CH,CNI,Asia/Shanghai
CH,CSX,Asia/Shanghai
CH,CTU,Asia/Shanghai
CH,CZX,Asia/Shanghai
CH,DAT,Asia/Shanghai
CH,DAX,Asia/Shanghai
CH,DIG,Asia/Shanghai
CH,DLC,Asia/Shanghai
CH,DLU,Asia/Shanghai
CH,DNH,Asia/Shanghai
CH,DSN,Asia/Shanghai
CH,DYG,Asia/Shanghai
CH,ENH,Asia/Shanghai
CH,ENY,Asia/Shanghai
CH,FOC,Asia/Shanghai
CH,FUG,Asia/Shanghai
CH,GOQ,Asia/Shanghai
CH,GXH,Asia/Shanghai
CH,GYS,Asia/Shanghai
CH,GYU,Asia/Shanghai
CH,HAK,Asia/Shanghai
CH,HDG,Asia/Shanghai
CH,HEK,Asia/Shanghai
CH,HET,Asia/Shanghai
CH,HFE,Asia/Shanghai
CH,HGH,Asia/Shanghai
CH,HJJ,Asia/Shanghai
CH,HLD,Asia/Shanghai
CH,HLH,Asia/Shanghai
CH,HMI,Asia/Shanghai
CH,HRB,Asia/Shanghai
CH,HSN,Asia/Shanghai
CH,HTN,Asia/Shanghai
CH,HYN,Asia/Shanghai
CH,HZG,Asia/Shanghai
CH,HZH,Asia/Shanghai
CH,INC,Asia/Shanghai
CH,IQM,Asia/Shanghai
CH,IQN,Asia/Shanghai
CH,JDZ,Asia/Shanghai
CH,JGN,Asia/Shanghai
CH,JHG,Asia/Shanghai
CH,JIU,Asia/Shanghai
CH,JJN,Asia/Shanghai
CH,JMU,Asia/Shanghai
CH,JNG,Asia/Shanghai
CH,JNZ,Asia/Shanghai
CH,JUZ,Asia/Shanghai
CH,JXA,Asia/Shanghai
CH,JZH,Asia/Shanghai
CH,KCA,Asia/Shanghai
CH,KHG,Asia/Shanghai
CH,KHN,Asia/Shanghai
CH,KJI,Asia/Shanghai
CH,KMG,Asia/Shanghai
CH,KOW,Asia/Shanghai
CH,KRL,Asia/Shanghai
CH,KRY,Asia/Shanghai
CH,KWE,Asia/Shanghai
CH,KWL,Asia/Shanghai
CH,LCX,Asia/Shanghai
CH,LDS,Asia/Shanghai
CH,LHW,Asia/Shanghai
CH,LJG,Asia/Shanghai
CH,LLF,Asia/Shanghai
CH,LUM,Asia/Shanghai
CH,LXA,Asia/Shanghai
CH,LYA,Asia/Shanghai
CH,LYG,Asia/Shanghai
CH,LYI,Asia/Shanghai
CH,LZH,Asia/Shanghai
CH,LZO,Asia/Shanghai
CH,LZY,Asia/Shanghai
CH,MDG,Asia/Shanghai
CH,MIG,Asia/Shanghai
CH,MXZ,Asia/Shanghai
CH,NAO,Asia/Shanghai
CH,NAY,Asia/Shanghai
CH,NDG,Asia/Shanghai
CH,NGB,Asia/Shanghai
CH,NGQ,Asia/Shanghai
CH,NKG,Asia/Shanghai
CH,NLT,Asia/Shanghai
CH,NNG,Asia/Shanghai
CH,NNY,Asia/Shanghai
CH,OHE,Asia/Shanghai
CH,PEK,Asia/Shanghai
CH,PVG,Asia/Shanghai
CH,RLK,Asia/Shanghai
CH,SHA,Asia/Shanghai
CH,SHE,Asia/Shanghai
CH,SHP,Asia/Shanghai
CH,SIA,Asia/Shanghai
CH,SJW,Asia/Shanghai
CH,SWA,Asia/Shanghai
CH,SYM,Asia/Shanghai
CH,SYX,Asia/Shanghai
CH,SZV,Asia/Shanghai
CH,SZX,Asia/Shanghai
CH,TAO,Asia/Shanghai
CH,TCG,Asia/Shanghai
CH,TCZ,Asia/Shanghai
CH,TEN,Asia/Shanghai
CH,TGO,Asia/Shanghai
CH,TLQ,Asia/Shanghai
CH,TNA,Asia/Shanghai
CH,TNH,Asia/Shanghai
CH,TSN,Asia/Shanghai
CH,TXN,Asia/Shanghai
CH,TYN,Asia/Shanghai
CH,URC,Asia/Shanghai
CH,UYN,Asia/Shanghai
CH,WEF,Asia/Shanghai
CH,WEH,Asia/Shanghai
CH,WNZ,Asia/Shanghai
CH,WUA,Asia/Shanghai
CH,WUH,Asia/Shanghai
CH,WUS,Asia/Shanghai
CH,WUX,Asia/Shanghai
CH,WUZ,Asia/Shanghai
CH,WXN,Asia/Shanghai
CH,XFN,Asia/Shanghai
CH,XIC,Asia/Shanghai
CH,XIL,Asia/Shanghai
CH,XIY,Asia/Shanghai
CH,XMN,Asia/Shanghai
CH,XNN,Asia/Shanghai
CH,XUZ,Asia/Shanghai
CH,YBP,Asia/Shanghai
CH,YCU,Asia/Shanghai
CH,YIC,Asia/Shanghai
CH,YIH,Asia/Shanghai
CH,YIN,Asia/Shanghai
CH,YIW,Asia/Shanghai
CH,YNJ,Asia/Shanghai
CH,YNT,Asia/Shanghai
CH,YNZ,Asia/Shanghai
CH,YTY,Asia/Shanghai
CH,YUS,Asia/Shanghai
CH,ZAT,Asia/Shanghai
CH,ZHA,Asia/Shanghai
CH,ZHY,Asia/Shanghai
CH,ZUH,Asia/Shanghai
CH,ZYI,Asia/Shanghai
CI,ANF,America/Santiago
CI,ARI,America/Santiago
CI,BBA,America/Santiago
CI,CCH,America/Santiago
CI,CCP,America/Santiago
CI,CJC,America/Santiago
CI,CPO,America/Santiago
CI,ESR,America/Santiago
CI,GXQ,America/Santiago
CI,IPC,Pacific/Easter
CI,IQQ,America/Santiago
CI,LSC,America/Santiago
CI,LSQ,America/Santiago
CI,MHC,America/Santiago
CI,PMC,America/Santiago
CI,PNT,America/Santiago
CI,PUQ,America/Santiago
CI,SCL,America/Santiago
CI,WCH,America/Santiago
CI,WPR,America/Santiago
CI,WPU,America/Santiago
CI,ZAL,America/Santiago
CI,ZCO,America/Santiago
CI,ZOS,America/Santiago
CI,ZPC,America/Santiago
CJ,CYB,America/Cayman
CJ,GCM,America/Cayman
CJ,LYB,America/Cayman
CK,CCK,Indian/Cocos
CM,BFX,Africa/Douala
CM,BPC,Africa/Douala
CM,DLA,Africa/Douala
CM,FOM,Africa/Douala
CM,GOU,Africa/Douala
CM,MVR,Africa/Douala
CM,NGE,Africa/Douala
CM,NSI,Africa/Douala
CM,TKC,Africa/Douala
CM,YAO,Africa/Douala
CN,AJN,Indian/Comoro
CN,BSD,Asia/Chongqing
CN,DDG,Asia/Harbin
CN,DOY,Asia/Seoul
CN,DQA,Asia/Harbin
CN,FYJ,Asia/Harbin
CN,HAH,Indian/Comoro
CN,JGS,Asia/Hong_Kong
CN,JUH,Asia/Shanghai
CN,LPF,Asia/Harbin
CN,NBS,Asia/Harbin
CN,NTG,Asia/Shanghai
CN,NWA,Indian/Comoro
CN,NZH,Asia/Harbin
CN,PZI,Asia/Chongqing
CN,YVA,Indian/Comoro
CO,ACD,America/Bogota
CO,ACR,America/Bogota
CO,ADZ,America/Bogota
CO,APO,America/Bogota
CO,AUC,America/Bogota
CO,AXM,America/Bogota
CO,BAQ,America/Bogota
CO,BGA,America/Bogota
CO,BOG,America/Bogota
CO,BSC,America/Bogota
CO,BUN,America/Bogota
CO,CAQ,America/Bogota
CO,CLO,America/Bogota
CO,COG,America/Bogota
CO,CPB,America/Bogota
CO,CRC,America/Bogota
CO,CTG,America/Bogota
CO,CUC,America/Bogota
CO,CZU,America/Bogota
CO,EBG,America/Bogota
CO,EJA,America/Bogota
CO,EOH,America/Bogota
CO,EYP,America/Bogota
CO,FLA,America/Bogota
CO,GLJ,America/Bogota
CO,GPI,America/Bogota
CO,IBE,America/Bogota
CO,IPI,America/Bogota
CO,LET,America/Bogota
CO,LPD,America/Bogota
CO,LQM,America/Bogota
CO,MDE,America/Bogota
CO,MGN,America/Bogota
CO,MTR,America/Bogota
CO,MVP,America/Bogota
CO,MZL,America/Bogota
CO,NQU,America/Bogota
CO,NVA,America/Bogota
CO,OCV,America/Bogota
CO,OTU,America/Bogota
CO,PCR,America/Bogota
CO,PDA,America/Bogota
CO,PEI,America/Bogota
CO,PPN,America/Bogota
CO,PSO,America/Bogota
CO,PUU,America/Bogota
CO,PVA,America/Bogota
CO,RCH,America/Bogota
CO,RVE,America/Bogota
CO,SJE,America/Bogota
CO,SMR,America/Bogota
CO,SVI,America/Bogota
CO,TCO,America/Bogota
CO,TLU,America/Bogota
CO,TME,America/Bogota
CO,UIB,America/Bogota
CO,ULQ,America/Bogota
CO,VGZ,America/Bogota
CO,VUP,America/Bogota
CO,VVC,America/Bogota
CQ,ROP,Pacific/Saipan
CQ,SPN,Pacific/Saipan
CQ,TIQ,Pacific/Saipan
CS,BCL,America/Costa_Rica
CS,CSC,America/Costa_Rica
CS,DRK,America/Costa_Rica
CS,FON,America/Costa_Rica
CS,GLF,America/Costa_Rica
CS,LIO,America/Costa_Rica
CS,LIR,America/Costa_Rica
CS,NOB,America/Costa_Rica
CS,OTR,America/Costa_Rica
CS,PBP,America/Costa_Rica
CS,PJM,America/Costa_Rica
CS,PLD,America/Costa_Rica
CS,PMZ,America/Costa_Rica
CS,SJO,America/Costa_Rica
CS,SYQ,America/Costa_Rica
CS,TMU,America/Costa_Rica
CS,TNO,America/Costa_Rica
CS,TTQ,America/Costa_Rica
CS,XQP,America/Costa_Rica
CT,BBT,Africa/Bangui
CT,BGF,Africa/Bangui
CU,AVI,America/Havana
CU,BCA,America/Havana
CU,BYM,America/Havana
CU,CCC,America/Havana
CU,CFG,America/Havana
CU,CMW,America/Havana
CU,CYO,America/Havana
CU,GAO,America/Havana
CU,GER,America/Havana
CU,HAV,America/Havana
CU,HOG,America/Havana
CU,LCL,America/Havana
CU,MOA,America/Havana
CU,MZO,America/Havana
CU,SCU,America/Havana
CU,SNU,America/Havana
CU,TND,America/Havana
CU,UPB,America/Havana
CU,VRA,America/Havana
CU,VTU,America/Havana
CV,BVC,Atlantic/Cape_Verde
CV,MMO,Atlantic/Cape_Verde
CV,RAI,Atlantic/Cape_Verde
CV,SFL,Atlantic/Cape_Verde
CV,SID,Atlantic/Cape_Verde
CV,SNE,Atlantic/Cape_Verde
CV,VXE,Atlantic/Cape_Verde
CW,AIT,Pacific/Rarotonga
CW,AIU,Pacific/Rarotonga
CW,MGS,Pacific/Rarotonga
CW,MHX,Pacific/Rarotonga
CW,MOI,Pacific/Rarotonga
CW,MUK,Pacific/Rarotonga
CW,PYE,Pacific/Rarotonga
CW,RAR,Pacific/Rarotonga
CY,AKT,Europe/London
CY,ECN,Asia/Nicosia
CY,LCA,Asia/Nicosia
CY,PFO,Asia/Nicosia
DA,AAL,Europe/Copenhagen
DA,AAR,Europe/Copenhagen
DA,BLL,Europe/Copenhagen
DA,CNL,Europe/Copenhagen
DA,CPH,Europe/Copenhagen
DA,EBJ,Europe/Copenhagen
DA,KRP,Europe/Copenhagen
DA,ODE,Europe/Copenhagen
DA,RKE,Europe/Copenhagen
DA,RNN,Europe/Copenhagen
DA,SGD,Europe/Copenhagen
DA,SKS,Europe/Copenhagen
DA,STA,Europe/Copenhagen
DA,TED,Europe/Copenhagen
DJ,JIB,Africa/Djibouti
DJ,OBC,Africa/Djibouti
DJ,TDJ,Africa/Djibouti
DO,DCF,America/Dominica
DO,DOM,America/Dominica
DR,AZS,America/Santo_Domingo
DR,BRX,America/Santo_Domingo
DR,COZ,America/Santo_Domingo
DR,EPS,America/Santo_Domingo
DR,HEX,America/Santo_Domingo
DR,JBQ,America/Santo_Domingo
DR,LRM,America/Santo_Domingo
DR,POP,America/Santo_Domingo
DR,PUJ,America/Santo_Domingo
DR,SDQ,America/Santo_Domingo
DR,STI,America/Santo_Domingo
DZ,CFK,Africa/Algiers
EC,ATF,America/Guayaquil
EC,CUE,America/Guayaquil
EC,ESM,America/Guayaquil
EC,ETR,America/Guayaquil
EC,GPS,Pacific/Galapagos
EC,GYE,America/Guayaquil
EC,LOH,America/Guayaquil
EC,LTX,America/Guayaquil
EC,MCH,America/Guayaquil
EC,MEC,America/Guayaquil
EC,OCC,America/Guayaquil
EC,PTZ,America/Guayaquil
EC,PVO,America/Guayaquil
EC,SCY,Pacific/Galapagos
EC,SNC,America/Guayaquil
EC,TPC,America/Guayaquil
EC,TPN,America/Guayaquil
EC,TUA,America/Guayaquil
EC,UIO,America/Guayaquil
EC,XMS,America/Guayaquil
EG,AAC,Africa/Cairo
EG,ABS,Africa/Cairo
EG,ALY,Africa/Cairo
EG,ASW,Africa/Cairo
EG,ATZ,Africa/Cairo
EG,CAI,Africa/Cairo
EG,DBB,Africa/Cairo
EG,EGR,Africa/Cairo
EG,ELT,Africa/Cairo
EG,GSQ,Africa/Cairo
EG,HBE,Africa/Cairo
EG,HMB,Africa/Cairo
EG,HRG,Africa/Cairo
EG,LXR,Africa/Cairo
EG,MUH,Africa/Cairo
EG,PSD,Africa/Cairo
EG,RMF,Africa/Cairo
EG,SKV,Africa/Cairo
EG,SSH,Africa/Cairo
EG,TCP,Africa/Cairo
EI,BYT,Europe/Dublin
EI,CFN,Europe/Dublin
EI,DUB,Europe/Dublin
EI,GWY,Europe/Dublin
EI,IIA,Europe/Dublin
EI,INQ,Europe/Dublin
EI,IOR,Europe/Dublin
EI,KIR,Europe/Dublin
EI,NNR,Europe/Dublin
EI,NOC,Europe/Dublin
EI,ORK,Europe/Dublin
EI,SNN,Europe/Dublin
EI,SXL,Europe/Dublin
EI,WAT,Europe/Dublin
EK,BSG,Africa/Malabo
EK,SSG,Africa/Malabo
EN,EPU,Europe/Tallinn
EN,KDL,Europe/Tallinn
EN,TAY,Europe/Tallinn
EN,TLL,Europe/Tallinn
EN,URE,Europe/Tallinn
ER,ASA,Africa/Asmera
ER,ASM,Africa/Asmera
ER,MSW,Africa/Asmera
ES,CDT,Europe/Andorra
ES,SAL,America/El_Salvador
ET,ABK,Africa/Addis_Ababa
ET,ADD,Africa/Addis_Ababa
ET,AMH,Africa/Addis_Ababa
ET,ASO,Africa/Addis_Ababa
ET,AWA,Africa/Addis_Ababa
ET,AXU,Africa/Addis_Ababa
ET,BCO,Africa/Addis_Ababa
ET,BEI,Africa/Addis_Ababa
ET,BJR,Africa/Addis_Ababa
ET,DBM,Africa/Addis_Ababa
ET,DBT,Africa/Addis_Ababa
ET,DEM,Africa/Addis_Ababa
ET,DIR,Africa/Addis_Ababa
ET,DSE,Africa/Addis_Ababa
ET,GDE,Africa/Addis_Ababa
ET,GDQ,Africa/Addis_Ababa
ET,GMB,Africa/Addis_Ababa
ET,GOB,Africa/Addis_Ababa
ET,GOR,Africa/Addis_Ababa
ET,HUE,Africa/Addis_Ababa
ET,JIJ,Africa/Addis_Ababa
ET,JIM,Africa/Addis_Ababa
ET,LLI,Africa/Addis_Ababa
ET,MKS,Africa/Addis_Ababa
ET,MQX,Africa/Addis_Ababa
ET,MTF,Africa/Addis_Ababa
ET,QHR,Africa/Addis_Ababa
ET,SZE,Asia/Kuching
ET,TIE,Africa/Addis_Ababa
EZ,BRQ,Europe/Prague
EZ,KLV,Europe/Prague
EZ,LKS,Europe/Prague
EZ,OSR,Europe/Prague
EZ,PED,Europe/Prague
EZ,PRG,Europe/Prague
EZ,PRV,Europe/Prague
FG,CAY,America/Cayenne
FG,LDX,America/Cayenne
FG,MPY,America/Cayenne
FG,XAU,America/Cayenne
FI,ENF,Europe/Helsinki
FI,HEL,Europe/Helsinki
FI,HEM,Europe/Helsinki
FI,HEN,Europe/Helsinki
FI,HYV,Europe/Helsinki
FI,IVL,Europe/Helsinki
FI,JOE,Europe/Helsinki
FI,JYV,Europe/Helsinki
FI,KAJ,Europe/Helsinki
FI,KAO,Europe/Helsinki
FI,KAU,Europe/Helsinki
FI,KEM,Europe/Helsinki
FI,KEV,Europe/Helsinki
FI,KOK,Europe/Helsinki
FI,KTT,Europe/Helsinki
FI,KUO,Europe/Helsinki
FI,LPP,Europe/Helsinki
FI,MHQ,Europe/Mariehamn
FI,MIK,Europe/Helsinki
FI,OUL,Europe/Helsinki
FI,POR,Europe/Helsinki
FI,QVY,Europe/Helsinki
FI,RVN,Europe/Helsinki
FI,SJY,Europe/Helsinki
FI,SOT,Europe/Helsinki
FI,SVL,Europe/Helsinki
FI,TKU,Europe/Helsinki
FI,TMP,Europe/Helsinki
FI,VAA,Europe/Helsinki
FI,VRK,Europe/Helsinki
FJ,ICI,Pacific/Fiji
FJ,KDV,Pacific/Fiji
FJ,KXF,Pacific/Fiji
FJ,LBS,Pacific/Fiji
FJ,LEV,Pacific/Fiji
FJ,LKB,Pacific/Fiji
FJ,MFJ,Pacific/Fiji
FJ,MNF,Pacific/Fiji
FJ,NAN,Pacific/Fiji
FJ,NGI,Pacific/Fiji
FJ,PTF,Pacific/Fiji
FJ,RTA,Pacific/Fiji
FJ,SUV,Pacific/Fiji
FJ,SVU,Pacific/Fiji
FJ,TVU,Pacific/Fiji
FJ,VBV,Pacific/Fiji
FK,MPN,Atlantic/Stanley
FK,PSY,Atlantic/Stanley
FM,KSA,Pacific/Kosrae
FM,PNI,Pacific/Ponape
FM,TKK,Pacific/Truk
FM,YAP,Pacific/Truk
FO,FAE,Atlantic/Faeroe
FP,AAA,Pacific/Tahiti
FP,AHE,Pacific/Tahiti
FP,APK,Pacific/Tahiti
FP,AUQ,Pacific/Marquesas
FP,AXR,Pacific/Tahiti
FP,BOB,Pacific/Tahiti
FP,FAV,Pacific/Tahiti
FP,GMR,Pacific/Gambier
FP,HUH,Pacific/Tahiti
FP,KKR,Pacific/Tahiti
FP,MAU,Pacific/Tahiti
FP,MKP,Pacific/Tahiti
FP,MOZ,Pacific/Tahiti
FP,MVT,Pacific/Tahiti
FP,NHV,Pacific/Marquesas
FP,NIU,Pacific/Tahiti
FP,PKP,Pacific/Tahiti
FP,PPT,Pacific/Tahiti
FP,RFP,Pacific/Tahiti
FP,RGI,Pacific/Tahiti
FP,RVV,Pacific/Tahiti
FP,TIH,Pacific/Tahiti
FP,TKP,Pacific/Tahiti
FP,TKX,Pacific/Tahiti
FP,TTI,Pacific/Tahiti
FP,TUB,Pacific/Tahiti
FP,UAH,Pacific/Marquesas
FP,UAP,Pacific/Marquesas
FP,XMH,Pacific/Tahiti
FR,AGF,Europe/Paris
FR,AJA,Europe/Paris
FR,ANE,Europe/Paris
FR,ANG,Europe/Paris
FR,AUF,Europe/Paris
FR,AUR,Europe/Paris
FR,AVN,Europe/Paris
FR,BES,Europe/Paris
FR,BIA,Europe/Paris
FR,BIQ,Europe/Paris
FR,BOD,Europe/Paris
FR,BOR,Europe/Paris
FR,BOU,Europe/Paris
FR,BSL,Europe/Paris
FR,BVA,Europe/Paris
FR,BVE,Europe/Paris
FR,BZR,Europe/Paris
FR,CCF,Europe/Paris
FR,CDG,Europe/Paris
FR,CEQ,Europe/Paris
FR,CER,Europe/Paris
FR,CET,Europe/Paris
FR,CFE,Europe/Paris
FR,CFR,Europe/Paris
FR,CHR,Europe/Paris
FR,CLY,Europe/Paris
FR,CMF,Europe/Paris
FR,CMR,Europe/Paris
FR,CNG,Europe/Paris
FR,CQF,Europe/Paris
FR,CSF,Europe/Paris
FR,CTT,Europe/Paris
FR,CVF,Europe/Paris
FR,DCM,Europe/Paris
FR,DIJ,Europe/Paris
FR,DLE,Europe/Paris
FR,DNR,Europe/Paris
FR,DOL,Europe/Paris
FR,EBU,Europe/Paris
FR,EDM,Europe/Paris
FR,EGC,Europe/Paris
FR,ENC,Europe/Paris
FR,EPL,Europe/Paris
FR,ETZ,Europe/Paris
FR,FNI,Europe/Paris
FR,FRJ,Europe/Paris
FR,FSC,Europe/Paris
FR,GFR,Europe/Paris
FR,GNB,Europe/Paris
FR,IDY,Europe/Paris
FR,LAI,Europe/Paris
FR,LBG,Europe/Paris
